Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0033462	FUN_018380-T1																						
OG0033463	FUN_018424-T1																						
OG0033464	FUN_018434-T1																						
OG0033465	FUN_018436-T1																						
OG0033466	FUN_018447-T1																						
OG0033467	FUN_018456-T1																						
OG0033468	FUN_018459-T1																						
OG0033469	FUN_018462-T1																						
OG0033470	FUN_018464-T1																						
OG0033471	FUN_018478-T1																						
OG0033472	FUN_018492-T1																						
OG0033473	FUN_018540-T1																						
OG0033474	FUN_018542-T1																						
OG0033475	FUN_018566-T1																						
OG0033476	FUN_018588-T1																						
OG0033477	FUN_018593-T1																						
OG0033478	FUN_018632-T1																						
OG0033479	FUN_018641-T1																						
OG0033480	FUN_018689-T1																						
OG0033481	FUN_018699-T1																						
OG0033482	FUN_018753-T1																						
OG0033483	FUN_018781-T1																						
OG0033484	FUN_018782-T1																						
OG0033485	FUN_018815-T1																						
OG0033486	FUN_018827-T1																						
OG0033487	FUN_018922-T1																						
OG0033488	FUN_018979-T1																						
OG0033489	FUN_019104-T1																						
OG0033490	FUN_019132-T1																						
OG0033491	FUN_019149-T1																						
OG0033492	FUN_019188-T1																						
OG0033493	FUN_019206-T1																						
OG0033494	FUN_019216-T1																						
OG0033495	FUN_019230-T1																						
OG0033496	FUN_019244-T1																						
OG0033497	FUN_019250-T1																						
OG0033498	FUN_019257-T1																						
OG0033499	FUN_019326-T1																						
OG0033500	FUN_019369-T1																						
OG0033501	FUN_019432-T1																						
OG0033502	FUN_019435-T1																						
OG0033503	FUN_019502-T1																						
OG0033504	FUN_019524-T1																						
OG0033505	FUN_019529-T1																						
OG0033506	FUN_019534-T1																						
OG0033507	FUN_019538-T1																						
OG0033508	FUN_019540-T1																						
OG0033509	FUN_019542-T1																						
OG0033510	FUN_019571-T1																						
OG0033511	FUN_019598-T1																						
OG0033512	FUN_019599-T1																						
OG0033513	FUN_019609-T1																						
OG0033514	FUN_019614-T1																						
OG0033515	FUN_019635-T1																						
OG0033516	FUN_019669-T1																						
OG0033517	FUN_019672-T1																						
OG0033518	FUN_019694-T1																						
OG0033519	FUN_019699-T1																						
OG0033520	FUN_019704-T1																						
OG0033521	FUN_019720-T1																						
OG0033522	FUN_019750-T1																						
OG0033523	FUN_019759-T1																						
OG0033524	FUN_019824-T1																						
OG0033525	FUN_019856-T1																						
OG0033526	FUN_019874-T1																						
OG0033527	FUN_019878-T1																						
OG0033528	FUN_019889-T1																						
OG0033529	FUN_019903-T1																						
OG0033530	FUN_019934-T1																						
OG0033531	FUN_019938-T1																						
OG0033532	FUN_019956-T1																						
OG0033533	FUN_019994-T1																						
OG0033534	FUN_020001-T1																						
OG0033535	FUN_020006-T1																						
OG0033536	FUN_020052-T1																						
OG0033537	FUN_020099-T1																						
OG0033538	FUN_020104-T1																						
OG0033539	FUN_020142-T1																						
OG0033540	FUN_020261-T1																						
OG0033541	FUN_020271-T1																						
OG0033542	FUN_020310-T1																						
OG0033543	FUN_020359-T1																						
OG0033544	FUN_020406-T1																						
OG0033545	FUN_020409-T1																						
OG0033546	FUN_020452-T1																						
OG0033547	FUN_020475-T1																						
OG0033548	FUN_020533-T1																						
OG0033549	FUN_020565-T1																						
OG0033550	FUN_020583-T1																						
OG0033551	FUN_020595-T1																						
OG0033552	FUN_020609-T1																						
OG0033553	FUN_020641-T1																						
OG0033554	FUN_020685-T1																						
OG0033555	FUN_020703-T1																						
OG0033556	FUN_020749-T1																						
OG0033557	FUN_020753-T1																						
OG0033558	FUN_020765-T1																						
OG0033559	FUN_020772-T1																						
OG0033560	FUN_020827-T1																						
OG0033561	FUN_020828-T1																						
OG0033562	FUN_020829-T1																						
OG0033563	FUN_020831-T1																						
OG0033564	FUN_020833-T1																						
OG0033565	FUN_020923-T1																						
OG0033566	FUN_020971-T1																						
OG0033567	FUN_020998-T1																						
OG0033568	FUN_021021-T1																						
OG0033569	FUN_021067-T1																						
OG0033570	FUN_021117-T1																						
OG0033571	FUN_021173-T1																						
OG0033572	FUN_021276-T1																						
OG0033573	FUN_021294-T1																						
OG0033574	FUN_021296-T1																						
OG0033575	FUN_021316-T1																						
OG0033576	FUN_021354-T1																						
OG0033577	FUN_021433-T1																						
OG0033578	FUN_021443-T1																						
OG0033579	FUN_021467-T1																						
OG0033580	FUN_021468-T1																						
OG0033581	FUN_021507-T1																						
OG0033582	FUN_021524-T1																						
OG0033583	FUN_021533-T1																						
OG0033584	FUN_021538-T1																						
OG0033585	FUN_021539-T1																						
OG0033586	FUN_021591-T1																						
OG0033587	FUN_021593-T1																						
OG0033588	FUN_021635-T1																						
OG0033589	FUN_021647-T1																						
OG0033590	FUN_021662-T1																						
OG0033591	FUN_021685-T1																						
OG0033592	FUN_021709-T1																						
OG0033593	FUN_021714-T1																						
OG0033594	FUN_021720-T1																						
OG0033595	FUN_021735-T1																						
OG0033596	FUN_021743-T1																						
OG0033597	FUN_021759-T1																						
OG0033598	FUN_021760-T1																						
OG0033599	FUN_021761-T1																						
OG0033600	FUN_021766-T1																						
OG0033601	FUN_021767-T1																						
OG0033602	FUN_021791-T1																						
OG0033603	FUN_021792-T1																						
OG0033604	FUN_021798-T1																						
OG0033605	FUN_021805-T1																						
OG0033606	FUN_021857-T1																						
OG0033607	FUN_021866-T1																						
OG0033608	FUN_021917-T1																						
OG0033609	FUN_021921-T1																						
OG0033610	FUN_021925-T1																						
OG0033611	FUN_021946-T1																						
OG0033612	FUN_021978-T1																						
OG0033613	FUN_021985-T1																						
OG0033614	FUN_021992-T1																						
OG0033615	FUN_022028-T1																						
OG0033616	FUN_022041-T1																						
OG0033617	FUN_022056-T1																						
OG0033618	FUN_022062-T1																						
OG0033619	FUN_022083-T1																						
OG0033620	FUN_022102-T1																						
OG0033621	FUN_022108-T1																						
OG0033622	FUN_022153-T1																						
OG0033623	FUN_022154-T1																						
OG0033624	FUN_022190-T1																						
OG0033625	FUN_022199-T1																						
OG0033626	FUN_022232-T1																						
OG0033627	FUN_022233-T1																						
OG0033628	FUN_022241-T1																						
OG0033629	FUN_022269-T1																						
OG0033630	FUN_022292-T1																						
OG0033631	FUN_022299-T1																						
OG0033632	FUN_022323-T1																						
OG0033633	FUN_022324-T1																						
OG0033634	FUN_022329-T1																						
OG0033635	FUN_022346-T1																						
OG0033636	FUN_022382-T1																						
OG0033637	FUN_022386-T1																						
OG0033638	FUN_022427-T1																						
OG0033639	FUN_022429-T1																						
OG0033640	FUN_022440-T1																						
OG0033641	FUN_022513-T1																						
OG0033642	FUN_022541-T1																						
OG0033643	FUN_022543-T1																						
OG0033644	FUN_022553-T1																						
OG0033645	FUN_022566-T1																						
OG0033646	FUN_022631-T1																						
OG0033647	FUN_022673-T1																						
OG0033648	FUN_022718-T1																						
OG0033649	FUN_022740-T1																						
